words,labels,entities,term_list
"['Cette', 'méthode', 'a', 'été', 'inspirée', 'des', 'grafcets', 'qui', 'sont', 'des', 'cas', 'particuliers', 'des', 'Réseaux', 'de', 'Pétri', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 6, 6), ('Term', 13, 13)}","['grafcets', 'Réseaux']"
"['Le', 'Grafcet', 'est', 'un', 'outil', 'graphique', 'pour', 'la', 'commande', 'de', 'processus', 'industriels', 'automatisés', '[', 'DAV', '89', ']', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 1, 1)}",['Grafcet']
"['Pour', 'présenter', 'cette', 'méthodologie', ',', 'un', 'exemple', 'simple', 'est', 'proposé', ',', 'cet', 'exemple', 'sera', 'traité', 'dans', 'un', 'premier', 'temps', 'en', 'utilisant', 'les', 'grafcets', 'puis', 'en', 'utilisant', 'une', 'méthodologie', 'plus', 'originale', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 22, 22)}",['grafcets']
"['Dans', 'un', 'second', 'temps', 'la', 'méthodologie', 'sera', 'appliquée', 'à', 'un', 'système', 'multisources', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O']","{('Term', 10, 11)}",['système multisources']
"['a', '.']","['O', 'O']",set(),[]
"['Exemple', 'de', 'la', 'gestion', 'au', 'niveau', ""d'"", 'un', 'bac', ""d'"", 'eau']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['i', '.']","['O', 'O']",set(),[]
"['Présentation', 'du', 'problème']","['O', 'O', 'O']",set(),[]
['AV'],['O'],set(),[]
"['Figure', '204', 'Exemple', ""d'"", 'un', 'bac', 'récupérateur', ""d'"", 'eau', 'de', 'pluie']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"[""L'"", 'exemple', 'traité', 'est', 'présenté', 'à', 'la', 'Figure', '204', ',', 'un', 'bac', 'de', 'récupération', ""d'"", 'eau', 'rempli', 'de', 'façon', 'aléatoire', 'est', 'considéré', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Une', 'électrovanne', 'AV', 'commandée', 'entre', '0', 'et', '1', 'permet', ""l'"", 'ouverture', '(', 'AV=1', ')', 'ou', 'la']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 1, 1)}",['électrovanne']
['206'],['O'],set(),[]
"['fermeture', '(', 'AV=0', ')', 'de', 'la', 'vanne', 'qui', 'permet', 'de', 'vider', 'le', 'bac', ""d'"", 'eau', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 6)}",['vanne']
"['Le', 'niveau', 'du', 'bac', 'est', 'déduit', 'de', 'sa', 'masse', ',', 'mesurée', 'à', ""l'"", 'aide', ""d'"", 'une', 'balance', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Si', 'la', 'masse', 'du', 'bac', 'atteint', '10', 'kg', ',', 'le', 'bac', 'est', 'plein', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"[""L'"", 'objectif', 'de', 'la', 'supervision', 'est', ""d'"", 'éviter', 'que', 'le', 'bac', ""d'"", 'eau', 'ne', 'déborde', ',', 'pour', 'cela', 'deux', 'solutions', 'sont', 'proposées', ',', 'la', 'première', 'solution', 'est', 'élaborée', 'avec', ""l'"", 'aide', 'de', 'Grafcets', 'et', 'la', 'seconde', 'solution', 'est', 'élaborée', 'à', 'partir', 'de', 'graphes', 'flous', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 32, 32)}",['Grafcets']
"['Cet', 'exemple', 'très', 'simple', 'va', 'permettre', 'de', 'mettre', 'en', 'évidence', 'les', 'différentes', 'étapes', 'pour', 'construire', 'ces', 'graphes', 'flous', ',', 'ainsi', 'que', 'leurs', 'principes', 'de', 'fonctionnement', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Les', 'variables', ""d'"", 'entrée', 'et', 'de', 'sortie', 'du', 'système', 'sont', 'présentées', 'à', 'la', 'Figure', '205', 'où', 'Mbac', 'est', 'la', 'masse', 'du', 'bac', 'et']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['AVref', 'est', 'la', 'référence', 'de', ""l'"", 'actionneur', 'de', 'la', 'vanne', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 9, 9)}",['vanne']
['Mbac'],['O'],set(),[]
['Superviseur'],['O'],set(),[]
['AVref'],['O'],set(),[]
"['Figure', '205', 'Structure', 'du', 'superviseur']","['O', 'O', 'O', 'O', 'O']",set(),[]
"['ii', '.']","['O', 'O']",set(),[]
"['Résolution', 'du', 'problème', 'avec', 'les', 'Grafcets']","['O', 'O', 'O', 'O', 'O', 'B-Term']","{('Term', 5, 5)}",['Grafcets']
"['Le', 'Grafcet', 'peut', 'être', 'divisé', 'en', 'plusieurs', 'niveaux', '[', 'BAR', '95', ']', ';', 'le', 'Grafcet', 'de', 'niveau', '1', ',', 'appelé', 'également', 'Grafcet', 'fonctionnel', ',', 'ce', 'Grafcet', 'a', 'pour', 'but', 'de', 'décrire', ""l'"", 'automatisme', 'indépendamment', 'de', 'la', 'technologie', 'utilisée', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 25, 25), ('Term', 1, 1), ('Term', 21, 21), ('Term', 14, 14), ('Term', 36, 36)}","['Grafcet', 'Grafcet', 'Grafcet', 'Grafcet', 'technologie']"
"['Ces', 'spécifications', 'permettent', 'au', 'concepteur', 'de', 'définir', 'les', 'différentes', 'actions', 'à', 'réaliser', 'et', 'leur', 'enchaînement', 'séquentiel', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Pour', 'le', 'problème', 'considéré', ',', 'la', 'Figure', '206', 'présente', 'le', 'Grafcet', 'fonctionnel', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 10, 10)}",['Grafcet']
"['A', 'toute', 'étape', 'i', ',', 'nous', 'associons', 'une', 'variable', 'logique', 'notée', 'Xi', 'telle', 'que', 'Xi=1', 'si', ""l'"", 'étape', 'est', 'active', 'et', 'Xi=0', 'si', ""l'"", 'étape', 'est', 'inactive', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['A', ""l'"", 'état', 'initial', 'X0', ',', 'représenté', 'par', 'un', 'double', 'carré', ',', 'la', 'vanne', 'est', 'fermée', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 13, 13)}",['vanne']
"['Lorsque', 'la', 'masse', 'du', 'bac', 'atteint', '10', 'kg', ',', ""l'"", 'étape', 'X1', 'est', 'activée', ',', 'la', 'vanne', 'est', 'commandée', 'à', ""l'"", 'ouverture', ""jusqu'"", 'à', 'ce', 'que', 'la', 'masse', 'du', 'bac', 'atteigne', '8', 'kg.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 16, 16)}",['vanne']
['0'],['O'],set(),[]
"['La', 'masse', 'du', 'bac', 'est', 'de', '10', 'kg']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
['1'],['O'],set(),[]
"['Vider', 'le', 'bac', 'La', 'masse', 'du', 'bac', 'est', 'de', '8', 'kg']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Figure', '206', 'Grafcet', 'fonctionnel']","['O', 'O', 'B-Term', 'O']","{('Term', 2, 2)}",['Grafcet']
"['A', 'partir', 'du', 'Grafcet', 'fonctionnel', ',', 'il', 'est', 'possible', ""d'"", 'en', 'déduire', 'le', 'Grafcet', 'de', 'niveau', '2', ',', 'appelé', 'Grafcet', 'opérationnel', ',', 'dans', 'lequel', 'les', 'actions', 'et', 'les', 'transitions', 'seront', 'spécifiées', 'par', 'les', 'caractéristiques']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 19, 19), ('Term', 3, 3), ('Term', 13, 13)}","['Grafcet', 'Grafcet', 'Grafcet']"
['207'],['O'],set(),[]
"['physiques', 'des', 'capteurs', 'et', 'des', 'actionneurs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['La', 'Figure', '207', 'présente', 'le', 'Grafcet', 'opérationnel', 'du', 'problème', 'considéré', ',', ""c'"", 'est', 'la', 'traduction', 'du', 'Grafcet', 'fonctionnel', 'à', ""l'"", 'aide', 'des', 'fonctions', ""d'"", 'entrée', 'et', 'de', 'sortie', 'du', 'système', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 5, 5), ('Term', 16, 16)}","['Grafcet', 'Grafcet']"
"['Ce', 'Grafcet', 'peut', 'ensuite', 'être', 'implanté', 'directement', 'par', 'programmation', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 1, 1)}",['Grafcet']
['0'],['O'],set(),[]
"['MBAC', '=', '10', 'kg']","['O', 'O', 'O', 'O']",set(),[]
['1'],['O'],set(),[]
"['AV', '=', '1']","['O', 'O', 'O']",set(),[]
"['MBAC', '=', '8', 'kg']","['O', 'O', 'O', 'O']",set(),[]
"['Figure', '207', 'Grafcet', 'opérationnel']","['O', 'O', 'B-Term', 'O']","{('Term', 2, 2)}",['Grafcet']
"['A', 'un', 'instant', 'donné', ',', 'une', 'étape', 'peut', 'être', 'soit', 'active', ',', 'soit', 'inactive', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Lors', 'du', 'déroulement', 'de', ""l'"", 'automatisme', ',', 'les', 'étapes', 'sont', 'actives', 'les', 'unes', 'après', 'les', 'autres', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Une', 'contrainte', 'importante', 'du', 'Grafcet', 'est', 'que', 'le', 'passage', ""d'"", 'une', 'étape', 'à', 'une', 'autre', 'est', 'soumis', 'à', 'des', 'conditions', 'strictes', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 4, 4)}",['Grafcet']
"[""Lorsqu'"", 'une', 'transition', 'est', 'validée', 'et', 'que', 'la', 'réceptivité', 'qui', 'lui', 'est', 'associée', 'est', 'vraie', ',', 'la', 'transition', 'est', 'franchie', ',', ""c'"", 'est', 'à', 'dire', 'que', 'les', 'étapes', 'qui', 'précédent', 'la', 'transition', 'sont', 'désactivées', 'et', 'les', 'étapes', 'qui', 'suivent', 'la', 'transition', 'sont', 'activées', 'simultanément', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Par', 'exemple', ',', 'le', 'passage', 'de', ""l'"", 'étape', 'initiale', 'X0', 'à', 'X1', ""n'"", 'est', 'possible', 'que', 'si', 'la', 'condition']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Mbac', '=', '10', 'kg', 'est', 'vraie', ';', ""l'"", 'activation', 'de', 'X1', 'entraîne', 'immédiatement', 'la', 'désactivation', 'de', 'X0', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['iii', '.']","['O', 'O']",set(),[]
"['Résolution', 'du', 'problème', 'avec', 'les', 'graphes', 'flous']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Masse', 'du', 'bac', 'est', 'grande']","['O', 'O', 'O', 'O', 'O']",set(),[]
"['Ouvrir', 'vanne']","['O', 'B-Term']","{('Term', 1, 1)}",['vanne']
"['Masse', 'du', 'bac', 'est', 'petit']","['O', 'O', 'O', 'O', 'O']",set(),[]
"['Fermer', 'vanne']","['O', 'B-Term']","{('Term', 1, 1)}",['vanne']
"['Figure', '208', 'Graphe', 'fonctionnel']","['O', 'O', 'B-Term', 'I-Term']","{('Term', 2, 3)}",['Graphe fonctionnel']
"['De', 'la', 'même', 'façon', ""qu'"", 'avec', 'la', 'méthode', 'du', 'Grafcet', ',', 'un', 'graphe', 'fonctionnel', 'est', 'tout', ""d'"", 'abord', 'déterminé', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 9, 9), ('Term', 12, 13)}","['Grafcet', 'graphe fonctionnel']"
"['Celui-ci', 'est', 'présenté', 'à', 'la', 'Figure', '208', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Les', 'actions', 'sont', 'représentées', 'par', 'des', 'rectangles', 'arrondis', ',', 'à', 'chaque', 'action', 'correspond', 'un', 'jeu', 'de', 'lois', 'floues', 'déterminées', 'à', 'partir', 'des', 'fonctions', ""d'"", 'appartenance', 'des', 'variables', 'de', 'sortie', ',', 'dans', 'cet', 'exemple', 'la', 'commande', 'de', 'la', 'vanne', 'AV', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 37, 37)}",['vanne']
['208'],['O'],set(),[]
"['Les', 'transitions', 'sont', 'représentées', 'par', 'des', 'arcs', 'orientés', ',', 'les', 'conditions', 'dépendront', 'de', ""l'"", 'état', 'des', 'fonctions', ""d'"", 'appartenance', 'des', 'variables', ""d'"", 'entrées', ',', 'dans', 'cet', 'exemple', 'la', 'masse', 'du', 'bac', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Afin', 'de', 'déterminer', 'le', 'graphe', 'opérationnel', ',', 'il', 'est', 'nécessaire', 'de', 'déterminer', 'les', 'fonctions', ""d'"", 'appartenance', 'des', 'variables', ""d'"", 'entrée', 'et', 'de', 'sortie', 'du', 'système', 'défini', 'à', 'la', 'Figure', '209', '.']","['O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 4, 5)}",['graphe opérationnel']
"['La', 'masse', 'du', 'bac', 'est', 'définie', 'par', 'deux', 'états', 'floues', ':', 'Petit', 'et', 'Grand', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Les', 'fonctions', ""d'"", 'appartenance', 'de', 'la', 'variable', 'de', 'sortie', 'sont', 'définies', 'à', 'la', 'Figure', '210', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"[""L'"", 'ouverture', 'de', 'la', 'vanne', 'est', 'définie', 'par', 'deux', 'états', ':', 'Zéro', 'et', 'Grand', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 4, 4)}",['vanne']
"['Petit', '1', 'AV', '=', '0', 'Grand', 'AV', '=', '1']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['0', '0', '8', '10']","['O', 'O', 'O', 'O']",set(),[]
"['Masse', 'du', 'bac']","['O', 'O', 'O']",set(),[]
"['Figure', '209', 'Fonction', ""d'"", 'entrée', ':', 'fonction', ""d'"", 'appartenance', 'de', 'la', 'masse', 'du', 'bac']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Zero', '1', 'Grand']","['O', 'O', 'O']",set(),[]
"['0', '0', '1']","['O', 'O', 'O']",set(),[]
['AV'],['O'],set(),[]
"['Figure', '210', 'Fonction', 'de', 'sortie', ':', 'fonction', ""d'"", 'appartenance', 'de', ""l'"", 'actionneur', 'de', 'la', 'vanne', 'AV']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 14, 14)}",['vanne']
"['Le', 'graphe', 'opérationnel', 'est', 'ensuite', 'déduit', 'à', 'partir', 'du', 'graphe', 'fonctionnel', 'et', 'des', 'fonctions', ""d'"", 'appartenances', '.']","['O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 9, 10), ('Term', 1, 2)}","['graphe fonctionnel', 'graphe opérationnel']"
"['Il', 'est', 'représenté', 'à', 'la', 'Figure', '211', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Mbac', 'Grand']","['O', 'O']",set(),[]
"['AV', 'Grand']","['O', 'O']",set(),[]
"['AV', 'Zero']","['O', 'O']",set(),[]
"['Mbac', 'Petit']","['O', 'O']",set(),[]
"['Figure', '211', 'Graphe', 'opérationnel']","['O', 'O', 'B-Term', 'I-Term']","{('Term', 2, 3)}",['Graphe opérationnel']
"['De', 'ce', 'graphe', 'opérationnel', ',', 'il', 'est', 'possible', ""d'"", 'en', 'déduire', 'les', 'différentes', 'lois', 'floues', 'de', ""l'"", 'algorithme', 'de', 'supervision', '.']","['O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 3)}",['graphe opérationnel']
"['Dans', 'cet', 'exemple', ',', 'elles', 'sont', 'au', 'nombre', 'de', 'deux', ':', 'Si', 'Mbac', 'est', 'Grand', 'alors', 'AV', 'est', 'Grand', 'Si', 'Mbac', 'est', 'Petit', 'alors', 'AV', 'est', 'Zero', 'Au', 'niveau', 'du', 'fonctionnement', 'de', ""l'"", 'algorithme', ',', 'contrairement', 'au', 'Grafcet', ',', 'le', 'passage', ""d'"", 'une', 'action', 'à', 'une', 'autre', 'va', ""s'"", 'effectuer', 'progressivement', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 37, 37)}",['Grafcet']
['209'],['O'],set(),[]
"['iv', '.']","['O', 'O']",set(),[]
"['Déroulement', 'de', 'la', 'méthodologie']","['O', 'O', 'O', 'O']",set(),[]
"[""L'"", 'objectif', 'de', 'cette', 'partie', 'est', 'de', 'dérouler', 'le', 'principe', 'de', 'la', 'méthodologie', 'proposée', 'à', ""l'"", 'aide', ""d'"", 'un', 'exemple', 'très', 'simple', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Pour', 'résumer', ',', 'les', 'différentes', 'étapes', 'de', 'la', 'méthodologie', 'sont', 'les', 'suivantes', ':', '1', ')', 'Détermination', 'du', 'cahier', 'des', 'charges', 'qui', 'va', 'permettre', 'de', 'déterminer', 'les', 'objectifs', ',', 'les', 'contraintes', 'et', 'les', 'moyens', ""d'"", 'actions', 'du', 'système', 'considéré', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['2', ')', 'Détermination', 'de', 'la', 'structure', 'du', 'superviseur', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Cette', 'étape', 'permet', ""d'"", 'identifier', 'les', 'variables', ""d'"", 'entrées', 'et', 'de', 'sorties', 'du', 'système', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['3', ')', 'Détermination', 'du', 'graphe', 'fonctionnel', ',', 'qui', 'permet', 'de', 'déterminer', 'les', 'différents', 'modes', 'de', 'marche', 'et', 'de', 'les', 'organiser', '.']","['O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 4, 5)}",['graphe fonctionnel']
"['4', ')', 'Détermination', 'des', 'fonctions', ""d'"", 'appartenance', 'des', 'variables', 'de', 'sortie', 'et', ""d'"", 'entrée', ',', 'qui', 'permettent', 'de', 'traduire', 'les', 'variables', 'du', 'système', 'en', 'variables', 'floues', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['5', ')', 'Détermination', 'du', 'graphe', 'opérationnel', ',', 'qui', 'permet', ""d'"", 'obtenir', ""l'"", 'algorithme', 'flou', 'à', 'introduire', 'dans', 'le', 'calculateur', '.']","['O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 4, 5)}",['graphe opérationnel']
"['6', ')', 'Simulations', 'qui', 'permettent', 'de', 'valider', 'le', 'fonctionnement', 'de', ""l'"", 'algorithme', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Dans', 'la', 'prochaine', 'partie', 'la', 'méthodologie', 'proposée', 'sera', 'appliquée', 'à', 'un', 'système', 'multisources', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O']","{('Term', 11, 12)}",['système multisources']
"['b', '.']","['O', 'O']",set(),[]
"['Application', 'à', 'un', 'système', 'multisources']","['O', 'O', 'O', 'B-Term', 'I-Term']","{('Term', 3, 4)}",['système multisources']
"['Le', 'système', 'multisources', 'considéré', 'est', 'présenté', 'à', 'la', 'Figure', '212', '.']","['O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 1, 2)}",['système multisources']
"['Il', 'est', 'constitué', ""d'"", 'un', 'générateur', 'éolien', ',', 'de', 'systèmes', 'de', 'stockage', 'long', 'et', 'court', 'terme', 'ainsi', 'que', ""d'"", 'une', 'source', 'de', 'production', 'décentralisée', 'prévisible', '(', 'par', 'exemple', 'une', 'micro-turbine', 'à', 'gaz', ')', '.']","['O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'IN-Term', 'O', 'O']","{('Term', 22, 23), ('Term', 9, 11), ('Term', 5, 6), ('Term', 29, 31)}","['production décentralisée', 'systèmes de stockage', 'générateur éolien', 'micro-turbine à gaz']"
"[""L'"", 'objectif', 'de', 'cette', 'partie', 'va', 'être', 'de', 'déterminer', 'les', 'algorithmes', 'de', 'supervision', 'temps', 'réel', 'de', 'ce', 'système', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
